WKT_GEOM,NEW DATASET,ID,OLD DATASET,OLD ID,VERSION,COUNTRY,ACCURACY,START DATE,END DATE,TYPE,TRIGGER,AFFIDABILITY,PSV,DCMV,FATALITIES,INJURIES,NOTES,LINK
POINT (15.54572 38.205857),UGLC,CALC,ITALICA,ITA_4386,V2 - 2023,Italy,1799,2016/03/04,2016/03/04,mudslide,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (13.659949 37.408818),UGLC,CALC,ITALICA,ITA_4387,V2 - 2023,Italy,5999,2016/09/26,2016/09/26,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Agrigento, Sicilia, description: ND",Source: ND
POINT (13.570952 37.428618),UGLC,CALC,ITALICA,ITA_4388,V2 - 2023,Italy,1799,2015/02/26,2015/02/26,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Agrigento, Sicilia, description: ND",Source: ND
POINT (14.264739 37.57992),UGLC,CALC,ITALICA,ITA_4389,V2 - 2023,Italy,0,2015/02/26,2015/02/26,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Enna, Sicilia, description: ND",Source: ND
POINT (14.030094 38.036577),UGLC,CALC,ITALICA,ITA_4390,V2 - 2023,Italy,599,2017/04/03,2017/04/03,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (14.030094 38.036577),UGLC,CALC,ITALICA,ITA_4391,V2 - 2023,Italy,599,2017/04/04,2017/04/04,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (15.239141 38.231437),UGLC,CALC,ITALICA,ITA_4392,V2 - 2023,Italy,599,2017/09/11,2017/09/11,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (14.223852 38.011779),UGLC,CALC,ITALICA,ITA_4393,V2 - 2023,Italy,1799,2017/10/03,2017/10/03,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (15.472303 38.05137),UGLC,CALC,ITALICA,ITA_4394,V2 - 2023,Italy,0,2015/11/01,2015/11/01,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (13.324412 38.20927),UGLC,CALC,ITALICA,ITA_4395,V2 - 2023,Italy,599,2015/11/27,2015/11/27,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (13.308555 37.864701),UGLC,CALC,ITALICA,ITA_4396,V2 - 2023,Italy,1799,2017/02/09,2017/02/09,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (14.010986 38.023102),UGLC,CALC,ITALICA,ITA_4397,V2 - 2023,Italy,0,2018/03/22,2018/03/22,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (13.894602 37.976228),UGLC,CALC,ITALICA,ITA_4398,V2 - 2023,Italy,599,2018/03/23,2018/03/23,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (15.2076 37.141428),UGLC,CALC,ITALICA,ITA_4399,V2 - 2023,Italy,0,2003/09/16,2003/09/16,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Siracusa, Sicilia, description: ND",Source: ND
POINT (13.432126 37.502314),UGLC,CALC,ITALICA,ITA_4400,V2 - 2023,Italy,599,2017/02/09,2017/02/09,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Agrigento, Sicilia, description: ND",Source: ND
POINT (13.181587 38.133754),UGLC,CALC,ITALICA,ITA_4401,V2 - 2023,Italy,599,2017/11/08,2017/11/08,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (14.626495 38.041728),UGLC,CALC,ITALICA,ITA_4402,V2 - 2023,Italy,0,2017/12/27,2017/12/27,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (14.1689 38.018259),UGLC,CALC,ITALICA,ITA_4403,V2 - 2023,Italy,0,2004/06/18,2004/06/18,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (12.552318 38.020337),UGLC,CALC,ITALICA,ITA_4404,V2 - 2023,Italy,0,2018/02/28,2018/02/28,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (15.0357 37.314784),UGLC,CALC,ITALICA,ITA_4405,V2 - 2023,Italy,0,2003/11/24,2003/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Siracusa, Sicilia, description: ND",Source: ND
POINT (15.2754 37.838814),UGLC,CALC,ITALICA,ITA_4406,V2 - 2023,Italy,0,2003/12/12,2003/12/12,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (15.1182 38.115102),UGLC,CALC,ITALICA,ITA_4407,V2 - 2023,Italy,0,2003/12/13,2003/12/13,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (15.4943 38.080851),UGLC,CALC,ITALICA,ITA_4408,V2 - 2023,Italy,1799,2004/11/11,2004/11/11,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (14.7565 37.518845),UGLC,CALC,ITALICA,ITA_4409,V2 - 2023,Italy,0,2004/12/09,2004/12/09,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Enna, Sicilia, description: ND",Source: ND
POINT (14.4455 38.033864),UGLC,CALC,ITALICA,ITA_4410,V2 - 2023,Italy,0,2005/04/01,2005/04/01,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (14.3474 37.590581),UGLC,CALC,ITALICA,ITA_4411,V2 - 2023,Italy,0,2005/04/07,2005/04/07,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Enna, Sicilia, description: ND",Source: ND
POINT (12.9944 38.045344),UGLC,CALC,ITALICA,ITA_4412,V2 - 2023,Italy,0,2005/04/13,2005/04/13,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (14.5518 38.054721),UGLC,CALC,ITALICA,ITA_4413,V2 - 2023,Italy,0,2005/05/06,2005/05/06,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (14.1684 38.01845),UGLC,CALC,ITALICA,ITA_4414,V2 - 2023,Italy,0,2005/05/06,2005/05/06,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (13.004 38.052502),UGLC,CALC,ITALICA,ITA_4415,V2 - 2023,Italy,0,2005/06/18,2005/06/18,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (14.3622 37.019368),UGLC,CALC,ITALICA,ITA_4416,V2 - 2023,Italy,0,2004/12/12,2004/12/12,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Caltanissetta, Sicilia, description: ND",Source: ND
POINT (12.7789 37.944078),UGLC,CALC,ITALICA,ITA_4417,V2 - 2023,Italy,0,2004/12/30,2004/12/30,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (15.1108 37.310228),UGLC,CALC,ITALICA,ITA_4418,V2 - 2023,Italy,0,2007/03/11,2007/03/11,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Siracusa, Sicilia, description: ND",Source: ND
POINT (14.0896 37.129907),UGLC,CALC,ITALICA,ITA_4419,V2 - 2023,Italy,0,2007/09/25,2007/09/25,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Caltanissetta, Sicilia, description: ND",Source: ND
POINT (14.0709 38.017761),UGLC,CALC,ITALICA,ITA_4420,V2 - 2023,Italy,0,2007/10/22,2007/10/22,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (13.5228 38.08874),UGLC,CALC,ITALICA,ITA_4421,V2 - 2023,Italy,0,2007/10/23,2007/10/23,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (15.4161 38.000264),UGLC,CALC,ITALICA,ITA_4422,V2 - 2023,Italy,1799,2007/10/25,2007/10/25,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (12.7317 37.947925),UGLC,CALC,ITALICA,ITA_4423,V2 - 2023,Italy,0,2004/12/30,2004/12/30,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (13.6703 37.819206),UGLC,CALC,ITALICA,ITA_4424,V2 - 2023,Italy,0,2004/12/30,2004/12/30,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (14.7891 37.293586),UGLC,CALC,ITALICA,ITA_4425,V2 - 2023,Italy,0,2008/10/08,2008/10/08,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Catania, Sicilia, description: ND",Source: ND
POINT (14.4881 37.559131),UGLC,CALC,ITALICA,ITA_4426,V2 - 2023,Italy,0,2008/10/23,2008/10/23,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Enna, Sicilia, description: ND",Source: ND
POINT (14.9528 37.454343),UGLC,CALC,ITALICA,ITA_4427,V2 - 2023,Italy,0,2005/12/13,2005/12/13,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Catania, Sicilia, description: ND",Source: ND
POINT (14.785 37.291085),UGLC,CALC,ITALICA,ITA_4428,V2 - 2023,Italy,0,2005/12/13,2005/12/13,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Catania, Sicilia, description: ND",Source: ND
POINT (13.0031 38.051688),UGLC,CALC,ITALICA,ITA_4429,V2 - 2023,Italy,0,2007/11/18,2007/11/18,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (15.4755 38.053442),UGLC,CALC,ITALICA,ITA_4430,V2 - 2023,Italy,0,2007/12/24,2007/12/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (15.4755 38.053442),UGLC,CALC,ITALICA,ITA_4431,V2 - 2023,Italy,0,2008/12/04,2008/12/04,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (14.353 37.025609),UGLC,CALC,ITALICA,ITA_4432,V2 - 2023,Italy,0,2008/12/11,2008/12/11,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Caltanissetta, Sicilia, description: ND",Source: ND
POINT (14.4787 37.56338),UGLC,CALC,ITALICA,ITA_4433,V2 - 2023,Italy,0,2009/01/12,2009/01/12,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Enna, Sicilia, description: ND",Source: ND
POINT (14.178 37.549271),UGLC,CALC,ITALICA,ITA_4434,V2 - 2023,Italy,0,2009/01/13,2009/01/13,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Enna, Sicilia, description: ND",Source: ND
POINT (15.4681 38.047949),UGLC,CALC,ITALICA,ITA_4435,V2 - 2023,Italy,0,2009/01/14,2009/01/14,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (14.498 37.196491),UGLC,CALC,ITALICA,ITA_4436,V2 - 2023,Italy,0,2009/01/21,2009/01/21,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Catania, Sicilia, description: ND",Source: ND
POINT (14.5696 37.210362),UGLC,CALC,ITALICA,ITA_4437,V2 - 2023,Italy,0,2009/01/21,2009/01/21,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Catania, Sicilia, description: ND",Source: ND
POINT (14.2495 37.566558),UGLC,CALC,ITALICA,ITA_4438,V2 - 2023,Italy,0,2009/01/27,2009/01/27,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Enna, Sicilia, description: ND",Source: ND
POINT (15.2057 37.795442),UGLC,CALC,ITALICA,ITA_4439,V2 - 2023,Italy,0,2009/09/16,2009/09/16,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Catania, Sicilia, description: ND",Source: ND
POINT (13.7385 37.890593),UGLC,CALC,ITALICA,ITA_4440,V2 - 2023,Italy,0,2009/09/26,2009/09/26,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (15.4653 38.04633),UGLC,CALC,ITALICA,ITA_4441,V2 - 2023,Italy,0,2009/10/01,2009/10/01,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (12.7846 37.944516),UGLC,CALC,ITALICA,ITA_4442,V2 - 2023,Italy,0,2009/10/04,2009/10/04,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (14.2941 38.006765),UGLC,CALC,ITALICA,ITA_4443,V2 - 2023,Italy,0,2009/10/24,2009/10/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (14.5212 38.041065),UGLC,CALC,ITALICA,ITA_4444,V2 - 2023,Italy,0,2009/10/24,2009/10/24,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (13.0075 38.05339),UGLC,CALC,ITALICA,ITA_4445,V2 - 2023,Italy,0,2009/02/01,2009/02/01,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (14.0429 37.527032),UGLC,CALC,ITALICA,ITA_4446,V2 - 2023,Italy,0,2009/02/02,2009/02/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Caltanissetta, Sicilia, description: ND",Source: ND
POINT (14.249 37.567368),UGLC,CALC,ITALICA,ITA_4447,V2 - 2023,Italy,0,2009/02/03,2009/02/03,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Enna, Sicilia, description: ND",Source: ND
POINT (14.4952 38.036829),UGLC,CALC,ITALICA,ITA_4448,V2 - 2023,Italy,0,2009/02/13,2009/02/13,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (12.7866 37.944668),UGLC,CALC,ITALICA,ITA_4449,V2 - 2023,Italy,0,2009/12/04,2009/12/04,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (12.7003 37.951457),UGLC,CALC,ITALICA,ITA_4450,V2 - 2023,Italy,0,2010/01/13,2010/01/13,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (14.353 37.025609),UGLC,CALC,ITALICA,ITA_4451,V2 - 2023,Italy,0,2010/01/15,2010/01/15,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Caltanissetta, Sicilia, description: ND",Source: ND
POINT (13.7789 37.910718),UGLC,CALC,ITALICA,ITA_4452,V2 - 2023,Italy,0,2010/01/17,2010/01/17,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (12.6427 37.624345),UGLC,CALC,ITALICA,ITA_4453,V2 - 2023,Italy,0,2010/01/19,2010/01/19,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (14.6365 36.884863),UGLC,CALC,ITALICA,ITA_4454,V2 - 2023,Italy,0,2010/03/08,2010/03/08,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Ragusa, Sicilia, description: ND",Source: ND
POINT (15.4932 38.0787),UGLC,CALC,ITALICA,ITA_4455,V2 - 2023,Italy,0,2010/03/10,2010/03/10,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (14.7455 36.844992),UGLC,CALC,ITALICA,ITA_4456,V2 - 2023,Italy,0,2010/03/13,2010/03/13,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Ragusa, Sicilia, description: ND",Source: ND
POINT (13.7245 37.882729),UGLC,CALC,ITALICA,ITA_4457,V2 - 2023,Italy,0,2010/03/13,2010/03/13,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (13.7245 37.882729),UGLC,CALC,ITALICA,ITA_4458,V2 - 2023,Italy,0,2010/03/15,2010/03/15,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (14.3437 37.030795),UGLC,CALC,ITALICA,ITA_4459,V2 - 2023,Italy,0,2010/09/03,2010/09/03,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Caltanissetta, Sicilia, description: ND",Source: ND
POINT (14.0224 37.113584),UGLC,CALC,ITALICA,ITA_4460,V2 - 2023,Italy,0,2010/09/04,2010/09/04,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Agrigento, Sicilia, description: ND",Source: ND
POINT (14.7853 37.291947),UGLC,CALC,ITALICA,ITA_4461,V2 - 2023,Italy,0,2010/09/23,2010/09/23,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Catania, Sicilia, description: ND",Source: ND
POINT (12.9081 38.022969),UGLC,CALC,ITALICA,ITA_4462,V2 - 2023,Italy,0,2010/09/24,2010/09/24,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (14.0574 37.488297),UGLC,CALC,ITALICA,ITA_4463,V2 - 2023,Italy,0,2010/10/11,2010/10/11,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Caltanissetta, Sicilia, description: ND",Source: ND
POINT (12.7812 37.944287),UGLC,CALC,ITALICA,ITA_4464,V2 - 2023,Italy,0,2010/02/10,2010/02/10,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (13.9084 37.170839),UGLC,CALC,ITALICA,ITA_4465,V2 - 2023,Italy,0,2010/02/14,2010/02/14,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Agrigento, Sicilia, description: ND",Source: ND
POINT (15.4939 38.080127),UGLC,CALC,ITALICA,ITA_4466,V2 - 2023,Italy,0,2011/03/01,2011/03/01,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Messina, Sicilia, description: ND",Source: ND
POINT (13.8662 37.419477),UGLC,CALC,ITALICA,ITA_4467,V2 - 2023,Italy,0,2011/06/02,2011/06/02,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Caltanissetta, Sicilia, description: ND",Source: ND
POINT (15.1319 37.547935),UGLC,CALC,ITALICA,ITA_4468,V2 - 2023,Italy,0,2011/09/27,2011/09/27,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Catania, Sicilia, description: ND",Source: ND
POINT (12.6904 37.953247),UGLC,CALC,ITALICA,ITA_4469,V2 - 2023,Italy,0,2010/02/15,2010/02/15,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (12.7812 37.944287),UGLC,CALC,ITALICA,ITA_4470,V2 - 2023,Italy,0,2010/02/15,2010/02/15,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (15.038485 37.313369),UGLC,CALC,ITALICA,ITA_4471,V2 - 2023,Italy,0,2012/03/07,2012/03/07,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Siracusa, Sicilia, description: ND",Source: ND
POINT (13.6064 38.020527),UGLC,CALC,ITALICA,ITA_4472,V2 - 2023,Italy,0,2012/03/08,2012/03/08,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Palermo, Sicilia, description: ND",Source: ND
POINT (14.5748 37.211013),UGLC,CALC,ITALICA,ITA_4473,V2 - 2023,Italy,0,2012/03/11,2012/03/11,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Catania, Sicilia, description: ND",Source: ND
POINT (14.8827 36.752728),UGLC,CALC,ITALICA,ITA_4474,V2 - 2023,Italy,1799,2012/10/31,2012/10/31,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Ragusa, Sicilia, description: ND",Source: ND
POINT (12.6394 37.62799),UGLC,CALC,ITALICA,ITA_4475,V2 - 2023,Italy,0,2010/11/04,2010/11/04,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Trapani, Sicilia, description: ND",Source: ND
POINT (15.1172 37.307588),UGLC,CALC,ITALICA,ITA_4476,V2 - 2023,Italy,0,2011/02/24,2011/02/24,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Siracusa, Sicilia, description: ND",Source: ND
POINT (15.0412 37.312372),UGLC,CALC,ITALICA,ITA_4477,V2 - 2023,Italy,1799,2011/11/24,2011/11/24,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Siracusa, Sicilia, description: ND",Source: ND
POINT (15.0267 37.314112),UGLC,CALC,ITALICA,ITA_4478,V2 - 2023,Italy,0,2012/02/22,2012/02/22,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Siracusa, Sicilia, description: ND",Source: ND
POINT (14.7461 36.942219),UGLC,CALC,ITALICA,ITA_4479,V2 - 2023,Italy,0,2014/10/06,2014/10/06,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Ragusa, Sicilia, description: ND",Source: ND
