WKT_GEOM,NEW DATASET,ID,OLD DATASET,OLD ID,VERSION,COUNTRY,ACCURACY,START DATE,END DATE,TYPE,TRIGGER,AFFIDABILITY,PSV,DCMV,FATALITIES,INJURIES,NOTES,LINK
POINT (14.8294 40.909857),UGLC,CALC,ITALICA,ITA_0789,V2 - 2023,Italy,0,2009/10/22,2009/10/22,debris flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.693154 40.639049),UGLC,CALC,ITALICA,ITA_0790,V2 - 2023,Italy,1799,2011/01/30,2011/01/30,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (14.705646 40.735761),UGLC,CALC,ITALICA,ITA_0791,V2 - 2023,Italy,599,2011/02/16,2011/02/16,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (14.465441 40.619482),UGLC,CALC,ITALICA,ITA_0792,V2 - 2023,Italy,599,2011/02/18,2011/02/18,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (14.234032 40.546407),UGLC,CALC,ITALICA,ITA_0793,V2 - 2023,Italy,1799,2014/11/23,2014/11/23,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (14.538472 40.614384),UGLC,CALC,ITALICA,ITA_0794,V2 - 2023,Italy,599,2014/12/28,2014/12/28,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (14.137831 40.830572),UGLC,CALC,ITALICA,ITA_0795,V2 - 2023,Italy,599,2015/02/04,2015/02/04,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (14.530335 40.700405),UGLC,CALC,ITALICA,ITA_0796,V2 - 2023,Italy,1799,2015/02/22,2015/02/22,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (14.230576 40.553921),UGLC,CALC,ITALICA,ITA_0797,V2 - 2023,Italy,599,2015/02/22,2015/02/22,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (14.0943 41.238137),UGLC,CALC,ITALICA,ITA_0798,V2 - 2023,Italy,0,2013/03/14,2013/03/14,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Caserta, Campania, description: ND",Source: ND
POINT (14.7303 40.672094),UGLC,CALC,ITALICA,ITA_0799,V2 - 2023,Italy,0,2013/03/15,2013/03/15,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (14.9569 41.155455),UGLC,CALC,ITALICA,ITA_0800,V2 - 2023,Italy,0,2013/08/20,2013/08/20,earth flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Benevento, Campania, description: ND",Source: ND
POINT (13.90716 40.702404),UGLC,CALC,ITALICA,ITA_0801,V2 - 2023,Italy,599,2015/02/25,2015/02/25,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (13.953297 40.727901),UGLC,CALC,ITALICA,ITA_0802,V2 - 2023,Italy,599,2015/02/26,2015/02/26,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (13.9414 41.146424),UGLC,CALC,ITALICA,ITA_0803,V2 - 2023,Italy,0,2014/06/17,2014/06/17,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Caserta, Campania, description: ND",Source: ND
POINT (14.5343 40.900569),UGLC,CALC,ITALICA,ITA_0804,V2 - 2023,Italy,0,2014/06/19,2014/06/19,debris flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (14.7665 40.84054),UGLC,CALC,ITALICA,ITA_0805,V2 - 2023,Italy,0,2014/07/22,2014/07/22,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.8482 40.832708),UGLC,CALC,ITALICA,ITA_0806,V2 - 2023,Italy,1799,2014/09/01,2014/09/01,debris flow,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.5343 40.900569),UGLC,CALC,ITALICA,ITA_0807,V2 - 2023,Italy,0,2014/09/06,2014/09/06,debris flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (14.450088 40.662844),UGLC,CALC,ITALICA,ITA_0808,V2 - 2023,Italy,599,2017/11/06,2017/11/06,mudslide,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (15.36613 40.030746),UGLC,CALC,ITALICA,ITA_0809,V2 - 2023,Italy,5999,2018/01/17,2018/01/17,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (13.902386 40.734784),UGLC,CALC,ITALICA,ITA_0810,V2 - 2023,Italy,599,2018/02/20,2018/02/20,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (14.562315 40.628437),UGLC,CALC,ITALICA,ITA_0811,V2 - 2023,Italy,0,2018/02/23,2018/02/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (15.3112 40.887713),UGLC,CALC,ITALICA,ITA_0812,V2 - 2023,Italy,1799,2003/01/08,2003/01/08,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.7233 40.680508),UGLC,CALC,ITALICA,ITA_0813,V2 - 2023,Italy,0,2003/01/08,2003/01/08,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (15.118 40.597994),UGLC,CALC,ITALICA,ITA_0814,V2 - 2023,Italy,0,2003/01/09,2003/01/09,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (15.4367 40.608684),UGLC,CALC,ITALICA,ITA_0815,V2 - 2023,Italy,0,2003/02/05,2003/02/05,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (14.8359 40.972437),UGLC,CALC,ITALICA,ITA_0816,V2 - 2023,Italy,0,2015/10/15,2015/10/15,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.493025 41.195615),UGLC,CALC,ITALICA,ITA_0817,V2 - 2023,Italy,0,2015/10/29,2015/10/29,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Benevento, Campania, description: ND",Source: ND
POINT (14.531772 40.895607),UGLC,CALC,ITALICA,ITA_0818,V2 - 2023,Italy,1799,2018/08/18,2018/08/18,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (15.1263 40.60491),UGLC,CALC,ITALICA,ITA_0819,V2 - 2023,Italy,0,2008/12/07,2008/12/07,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (14.8004 40.823496),UGLC,CALC,ITALICA,ITA_0820,V2 - 2023,Italy,0,2010/02/11,2010/02/11,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (10.360559 44.453711),UGLC,CALC,ITALICA,ITA_0821,V2 - 2023,Italy,599,2003/09/28,2003/09/28,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Reggio nell'Emilia, Emilia-Romagna, description: ND",Source: ND
POINT (15.1185 40.598608),UGLC,CALC,ITALICA,ITA_0822,V2 - 2023,Italy,0,2010/11/09,2010/11/09,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (10.780556 44.200164),UGLC,CALC,ITALICA,ITA_0823,V2 - 2023,Italy,1799,2004/05/05,2004/05/05,earth flow,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Modena, Emilia-Romagna, description: ND",Source: ND
POINT (11.085045 44.171281),UGLC,CALC,ITALICA,ITA_0824,V2 - 2023,Italy,1799,2004/10/31,2004/10/31,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Bologna, Emilia-Romagna, description: ND",Source: ND
POINT (11.268757 44.278674),UGLC,CALC,ITALICA,ITA_0825,V2 - 2023,Italy,1799,2004/10/31,2004/10/31,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Bologna, Emilia-Romagna, description: ND",Source: ND
POINT (11.939178 44.006871),UGLC,CALC,ITALICA,ITA_0826,V2 - 2023,Italy,1799,2005/04/11,2005/04/11,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Forli-Cesena, Emilia-Romagna, description: ND",Source: ND
POINT (12.248347 43.884924),UGLC,CALC,ITALICA,ITA_0827,V2 - 2023,Italy,1799,2005/04/11,2005/04/11,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Rimini, Emilia-Romagna, description: ND",Source: ND
POINT (10.517139 44.570435),UGLC,CALC,ITALICA,ITA_0828,V2 - 2023,Italy,599,2005/04/11,2005/04/11,mudslide,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Reggio nell'Emilia, Emilia-Romagna, description: ND",Source: ND
POINT (11.555997 44.246291),UGLC,CALC,ITALICA,ITA_0829,V2 - 2023,Italy,599,2005/04/11,2005/04/11,debris flow,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Bologna, Emilia-Romagna, description: ND",Source: ND
POINT (11.56205 44.191901),UGLC,CALC,ITALICA,ITA_0830,V2 - 2023,Italy,1799,2005/04/11,2005/04/11,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Ravenna, Emilia-Romagna, description: ND",Source: ND
POINT (10.649739 44.227694),UGLC,CALC,ITALICA,ITA_0831,V2 - 2023,Italy,1799,2005/04/11,2005/04/11,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Modena, Emilia-Romagna, description: ND",Source: ND
POINT (10.718261 44.494012),UGLC,CALC,ITALICA,ITA_0832,V2 - 2023,Italy,599,2005/04/12,2005/04/12,earth flow,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Modena, Emilia-Romagna, description: ND",Source: ND
POINT (11.700223 44.336067),UGLC,CALC,ITALICA,ITA_0833,V2 - 2023,Italy,599,2005/08/21,2005/08/21,mudslide,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Bologna, Emilia-Romagna, description: ND",Source: ND
POINT (11.656019 44.22754),UGLC,CALC,ITALICA,ITA_0834,V2 - 2023,Italy,1799,2005/09/18,2005/09/18,earth flow,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Ravenna, Emilia-Romagna, description: ND",Source: ND
POINT (11.643654 44.240875),UGLC,CALC,ITALICA,ITA_0835,V2 - 2023,Italy,1799,2005/09/18,2005/09/18,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Ravenna, Emilia-Romagna, description: ND",Source: ND
POINT (10.606235 44.529644),UGLC,CALC,ITALICA,ITA_0836,V2 - 2023,Italy,1799,2005/10/08,2005/10/08,mudslide,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Reggio nell'Emilia, Emilia-Romagna, description: ND",Source: ND
POINT (11.684333 44.268981),UGLC,CALC,ITALICA,ITA_0837,V2 - 2023,Italy,599,2006/03/24,2006/03/24,debris flow,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Ravenna, Emilia-Romagna, description: ND",Source: ND
POINT (11.269516 44.431154),UGLC,CALC,ITALICA,ITA_0838,V2 - 2023,Italy,599,2008/05/21,2008/05/21,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Bologna, Emilia-Romagna, description: ND",Source: ND
POINT (9.98321 44.81452),UGLC,CALC,ITALICA,ITA_0839,V2 - 2023,Italy,1799,2008/05/22,2008/05/22,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Parma, Emilia-Romagna, description: ND",Source: ND
POINT (10.328467 44.494377),UGLC,CALC,ITALICA,ITA_0840,V2 - 2023,Italy,599,2008/06/04,2008/06/04,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Parma, Emilia-Romagna, description: ND",Source: ND
POINT (10.628277 44.492266),UGLC,CALC,ITALICA,ITA_0841,V2 - 2023,Italy,599,2008/06/14,2008/06/14,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Reggio nell'Emilia, Emilia-Romagna, description: ND",Source: ND
POINT (14.802 40.833635),UGLC,CALC,ITALICA,ITA_0842,V2 - 2023,Italy,0,2010/11/10,2010/11/10,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.7891 41.212677),UGLC,CALC,ITALICA,ITA_0843,V2 - 2023,Italy,0,2010/12/01,2010/12/01,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Benevento, Campania, description: ND",Source: ND
POINT (14.1169 40.839487),UGLC,CALC,ITALICA,ITA_0844,V2 - 2023,Italy,0,2011/11/06,2011/11/06,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Napoli, Campania, description: ND",Source: ND
POINT (15.2435 40.622902),UGLC,CALC,ITALICA,ITA_0845,V2 - 2023,Italy,0,2012/12/10,2012/12/10,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (14.787 41.209448),UGLC,CALC,ITALICA,ITA_0846,V2 - 2023,Italy,0,2013/01/24,2013/01/24,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Benevento, Campania, description: ND",Source: ND
POINT (14.7724 40.733859),UGLC,CALC,ITALICA,ITA_0847,V2 - 2023,Italy,0,2013/01/24,2013/01/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Salerno, Campania, description: ND",Source: ND
POINT (14.4594 41.137245),UGLC,CALC,ITALICA,ITA_0848,V2 - 2023,Italy,0,2014/01/20,2014/01/20,debris flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Benevento, Campania, description: ND",Source: ND
POINT (13.9601 41.416909),UGLC,CALC,ITALICA,ITA_0849,V2 - 2023,Italy,0,2014/02/04,2014/02/04,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Caserta, Campania, description: ND",Source: ND
POINT (10.726126 44.247701),UGLC,CALC,ITALICA,ITA_0850,V2 - 2023,Italy,599,2009/09/21,2009/09/21,debris flow,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Modena, Emilia-Romagna, description: ND",Source: ND
POINT (12.207469 44.082966),UGLC,CALC,ITALICA,ITA_0851,V2 - 2023,Italy,599,2010/03/04,2010/03/04,mudslide,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Forli-Cesena, Emilia-Romagna, description: ND",Source: ND
POINT (12.227295 44.101816),UGLC,CALC,ITALICA,ITA_0852,V2 - 2023,Italy,599,2010/03/04,2010/03/04,mudslide,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Forli-Cesena, Emilia-Romagna, description: ND",Source: ND
POINT (11.885549 44.114298),UGLC,CALC,ITALICA,ITA_0853,V2 - 2023,Italy,1799,2010/03/04,2010/03/04,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Forli-Cesena, Emilia-Romagna, description: ND",Source: ND
POINT (12.184145 43.963591),UGLC,CALC,ITALICA,ITA_0854,V2 - 2023,Italy,599,2010/03/04,2010/03/04,earth flow,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Forli-Cesena, Emilia-Romagna, description: ND",Source: ND
POINT (11.763698 44.1726),UGLC,CALC,ITALICA,ITA_0855,V2 - 2023,Italy,1799,2010/03/04,2010/03/04,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Forli-Cesena, Emilia-Romagna, description: ND",Source: ND
POINT (11.95078 44.121016),UGLC,CALC,ITALICA,ITA_0856,V2 - 2023,Italy,1799,2010/03/04,2010/03/04,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Forli-Cesena, Emilia-Romagna, description: ND",Source: ND
POINT (11.826988 44.076541),UGLC,CALC,ITALICA,ITA_0857,V2 - 2023,Italy,1799,2010/03/04,2010/03/04,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Forli-Cesena, Emilia-Romagna, description: ND",Source: ND
POINT (9.550172 44.532481),UGLC,CALC,ITALICA,ITA_0858,V2 - 2023,Italy,1799,2010/03/04,2010/03/04,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Parma, Emilia-Romagna, description: ND",Source: ND
POINT (12.312175 44.008018),UGLC,CALC,ITALICA,ITA_0859,V2 - 2023,Italy,1799,2010/03/10,2010/03/10,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Forli-Cesena, Emilia-Romagna, description: ND",Source: ND
POINT (12.310255 44.093958),UGLC,CALC,ITALICA,ITA_0860,V2 - 2023,Italy,599,2010/03/11,2010/03/11,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Forli-Cesena, Emilia-Romagna, description: ND",Source: ND
POINT (10.656382 44.580105),UGLC,CALC,ITALICA,ITA_0861,V2 - 2023,Italy,599,2010/05/05,2010/05/05,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Reggio nell'Emilia, Emilia-Romagna, description: ND",Source: ND
POINT (11.580295 44.191979),UGLC,CALC,ITALICA,ITA_0862,V2 - 2023,Italy,599,2010/05/15,2010/05/15,earth flow,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Ravenna, Emilia-Romagna, description: ND",Source: ND
POINT (10.341339 44.487292),UGLC,CALC,ITALICA,ITA_0863,V2 - 2023,Italy,599,2010/06/21,2010/06/21,earth flow,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Reggio nell'Emilia, Emilia-Romagna, description: ND",Source: ND
POINT (10.401366 44.393614),UGLC,CALC,ITALICA,ITA_0864,V2 - 2023,Italy,1799,2010/09/29,2010/09/29,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Reggio nell'Emilia, Emilia-Romagna, description: ND",Source: ND
POINT (9.372816 44.705196),UGLC,CALC,ITALICA,ITA_0865,V2 - 2023,Italy,599,2010/10/04,2010/10/04,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Piacenza, Emilia-Romagna, description: ND",Source: ND
POINT (9.387247 44.729219),UGLC,CALC,ITALICA,ITA_0866,V2 - 2023,Italy,599,2010/10/04,2010/10/04,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Piacenza, Emilia-Romagna, description: ND",Source: ND
POINT (9.329924 44.634524),UGLC,CALC,ITALICA,ITA_0867,V2 - 2023,Italy,599,2010/10/04,2010/10/04,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Piacenza, Emilia-Romagna, description: ND",Source: ND
POINT (10.480148 44.258905),UGLC,CALC,ITALICA,ITA_0868,V2 - 2023,Italy,599,2010/10/31,2010/10/31,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Reggio nell'Emilia, Emilia-Romagna, description: ND",Source: ND
POINT (14.7574 40.819985),UGLC,CALC,ITALICA,ITA_0869,V2 - 2023,Italy,0,2014/11/13,2014/11/13,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.7573 40.815782),UGLC,CALC,ITALICA,ITA_0870,V2 - 2023,Italy,0,2014/11/18,2014/11/18,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.7573 40.818921),UGLC,CALC,ITALICA,ITA_0871,V2 - 2023,Italy,0,2014/11/18,2014/11/18,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.7581 40.829408),UGLC,CALC,ITALICA,ITA_0872,V2 - 2023,Italy,0,2014/11/18,2014/11/18,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.7589 40.830866),UGLC,CALC,ITALICA,ITA_0873,V2 - 2023,Italy,0,2014/11/18,2014/11/18,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.7628 40.834207),UGLC,CALC,ITALICA,ITA_0874,V2 - 2023,Italy,0,2014/11/18,2014/11/18,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.79 40.843837),UGLC,CALC,ITALICA,ITA_0875,V2 - 2023,Italy,0,2014/11/18,2014/11/18,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (14.7599 40.832063),UGLC,CALC,ITALICA,ITA_0876,V2 - 2023,Italy,0,2014/12/29,2014/12/29,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Avellino, Campania, description: ND",Source: ND
POINT (10.538686 44.593162),UGLC,CALC,ITALICA,ITA_0877,V2 - 2023,Italy,1799,2014/04/04,2014/04/04,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Reggio nell'Emilia, Emilia-Romagna, description: ND",Source: ND
POINT (10.61605 44.387273),UGLC,CALC,ITALICA,ITA_0878,V2 - 2023,Italy,1799,2014/04/25,2014/04/25,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Reggio nell'Emilia, Emilia-Romagna, description: ND",Source: ND
POINT (11.829492 44.259985),UGLC,CALC,ITALICA,ITA_0879,V2 - 2023,Italy,5999,2014/05/31,2014/05/31,mudslide,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Ravenna, Emilia-Romagna, description: ND",Source: ND
POINT (12.287913 43.800705),UGLC,CALC,ITALICA,ITA_0880,V2 - 2023,Italy,0,2014/07/26,2014/07/26,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Rimini, Emilia-Romagna, description: ND",Source: ND
POINT (11.518521 44.711839),UGLC,CALC,ITALICA,ITA_0881,V2 - 2023,Italy,599,2014/08/16,2014/08/16,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Bologna, Emilia-Romagna, description: ND",Source: ND
